1546300800;1011,72;6,5;0,0254
1546301400;1011,38;6,555555556;0
1546302000;1011,24;6,5;0
1546302600;1011,18;6,444444444;0
1546303200;1010,94;6,388888889;0
1546303800;1010,60;6,5;0
1546304400;1010,46;6,444444444;0,0254
1546305000;1010,30;6,5;0
1546305600;1010,02;6,5;0
1546306200;1009,65;6,444444444;0
1546306800;1009,41;6,5;0
1546307400;1008,97;6,5;0
1546308000;1008,84;6,5;0
1546308600;1008,40;6,444444444;0
1546309200;1008,13;6,444444444;0
1546309800;1007,69;6,444444444;0
1546310400;1007,25;6,388888889;0
1546311000;1006,74;6,388888889;0
1546311600;1006,47;6,5;0
1546312200;1006,10;6,5;0
1546312800;1005,89;6,555555556;0
1546313400;1005,99;6,722222222;0
1546314000;1005,93;6,5;0
1546314600;1005,69;6,166666667;0
1546315200;1005,72;6,111111111;0
1546315800;1005,72;6;0
1546316400;1005,49;5,888888889;0
1546317000;1005,01;5,833333333;0
1546317600;1004,88;5,833333333;0
1546318200;1004,54;5,888888889;0
1546318800;1004,37;5,888888889;0,0254
1546319400;1004,27;5,944444444;0
1546320000;1004,20;5,833333333;0
1546320600;1004,17;5,833333333;0
1546321200;1004,03;5,888888889;0
1546321800;1004,10;5,944444444;0
1546322400;1003,59;5,944444444;0
1546323000;1003,39;6;0,0254
1546323600;1003,01;5,944444444;0
1546324200;1002,84;5,833333333;0
1546324800;1002,54;5,888888889;0
1546325400;1002,44;5,944444444;0
1546326000;1002,37;5,888888889;0,0254
1546326600;1002,17;5,944444444;0
1546327200;1002,00;5,888888889;0
1546327800;1001,93;5,944444444;0
1546328400;1001,86;5,944444444;0
1546329000;1001,80;5,944444444;0
1546329600;1001,76;5,944444444;0,0254
1546330200;1001,63;5,944444444;0
1546330800;1001,46;6;0
1546331400;1001,32;6;0
1546332000;1001,49;5,944444444;0
1546332600;1001,22;5,944444444;0
1546333200;1001,12;5,888888889;0,0508
1546333800;1001,08;5,833333333;0
1546334400;1001,15;5,944444444;0
1546335000;1001,08;6,055555556;0
1546335600;1000,98;6,055555556;0
1546336200;1000,88;6,055555556;0
1546336800;1000,85;6,055555556;0,0508
1546337400;1000,88;6,111111111;0
1546338000;1000,78;6,166666667;0
1546338600;1000,75;6,166666667;0
1546339200;1000,71;6,222222222;0
1546339800;1000,61;6,222222222;0
1546340400;1000,58;6,166666667;0,0762
1546341000;1000,58;6,166666667;0
1546341600;1000,51;6,166666667;0
1546342200;1000,61;6,111111111;0
1546342800;1000,68;6,055555556;0
1546343400;1000,41;6,055555556;0
1546344000;1000,51;5,888888889;0,0762
1546344600;1000,41;5,833333333;0
1546345200;1000,27;5,777777778;0
1546345800;1000,27;5,833333333;0
1546346400;1000,27;5,777777778;0
1546347000;1000,27;5,777777778;0
1546347600;1000,14;5,833333333;0,0508
1546348200;1000,20;5,722222222;0
1546348800;1000,14;5,666666667;0
1546349400;1000,10;5,666666667;0
1546350000;1000,07;5,611111111;0
1546350600;1000,07;5,611111111;0
1546351200;1000,07;5,5;0,0508
1546351800;999,97;5,5;0
1546352400;999,97;5,5;0
1546353000;1000,00;5,555555556;0
1546353600;999,97;5,5;0
1546354200;999,93;5,555555556;0
1546354800;999,86;5,555555556;0,0508
1546355400;1000,07;5,666666667;0
1546356000;1000,14;5,666666667;0
1546356600;1000,31;5,722222222;0
1546357200;1000,37;5,777777778;0
1546357800;1000,47;5,777777778;0
1546358400;1000,61;5,833333333;0,0254
1546359000;1000,68;5,888888889;0
1546359600;1000,91;6,055555556;0
1546360200;1001,15;6,166666667;0
1546360800;1001,32;6,277777778;0
1546361400;1001,56;6,166666667;0
1546362000;1001,83;6,111111111;0,0508
1546362600;1002,17;6;0
1546363200;1002,40;5,666666667;0
1546363800;1002,61;5,388888889;0
1546364400;1002,95;5,222222222;0
1546365000;1003,22;5,388888889;0
1546365600;1003,42;5,333333333;0,0254
1546366200;1003,73;5,277777778;0
1546366800;1004,03;5,222222222;0
1546367400;1004,27;5,222222222;0
1546368000;1004,54;5,222222222;0
1546368600;1004,61;5,277777778;0
1546369200;1005,01;5,222222222;0,0254
1546369800;1005,25;5,222222222;0
1546370400;1005,45;5,277777778;0
1546371000;1005,55;5,333333333;0
1546371600;1005,76;5,388888889;0
1546372200;1005,99;5,333333333;0
1546372800;1006,16;5,388888889;0,0508
1546373400;1006,33;5,388888889;0
1546374000;1006,54;5,222222222;0
1546374600;1006,67;5,166666667;0
1546375200;1006,87;5,111111111;0
1546375800;1007,01;4,944444444;0
1546376400;1007,08;4,944444444;0,0508
1546377000;1007,32;4,944444444;0
1546377600;1007,35;4,722222222;0
1546378200;1007,65;4,666666667;0
1546378800;1007,86;4,555555556;0
1546379400;1008,09;4,555555556;0
1546380000;1008,23;4,611111111;0,0508
1546380600;1008,47;4,722222222;0
1546381200;1008,67;4,722222222;0
1546381800;1008,94;4,777777778;0
1546382400;1009,28;4,611111111;0
1546383000;1009,55;4,611111111;0
1546383600;1009,72;4,722222222;0,0508
1546384200;1009,96;4,777777778;0
1546384800;1010,16;4,777777778;0
1546385400;1010,40;4,777777778;0
1546386000;1010,94;4,833333333;0
1546386600;1011,14;4,777777778;0
1546387200;1011,48;4,666666667;0,0762
1546387800;1011,75;4,611111111;0
1546388400;1011,99;4,5;0
1546389000;1012,46;4,555555556;0
1546389600;1012,77;4,5;0
1546390200;1013,11;4,388888889;0
1546390800;1013,44;4,277777778;0,0762
1546391400;1013,72;4,111111111;0
1546392000;1013,92;3,944444444;0
1546392600;1014,22;3,944444444;0
1546393200;1014,56;4;0
1546393800;1014,83;3,944444444;0
1546394400;1015,10;3,833333333;0,0762
1546395000;1015,41;3,666666667;0
1546395600;1015,78;3,611111111;0
1546396200;1015,95;3,555555556;0
1546396800;1016,19;3,444444444;0
1546397400;1016,49;3,388888889;0
1546398000;1016,46;3,277777778;0,0762
1546398600;1016,66;3,222222222;0
1546399200;1017,00;3,055555556;0
1546399800;1017,24;2,888888889;0
1546400400;1017,51;2,722222222;0
1546401000;1017,85;2,555555556;0
1546401600;1018,19;2,444444444;0,0508
1546402200;1018,46;2,222222222;0
1546402800;1018,83;2,166666667;0
